|regrLabels	0.986843	0.986843	0.986843
|regrLabels	0.969508	0.969508	0.969508
|regrLabels	0.960079	0.960079	0.960079
|regrLabels	0.981678	0.981678	0.981678
|regrLabels	0.976997	0.976997	0.976997
|regrLabels	0.975977	0.975977	0.975977
|regrLabels	0.971942	0.971942	0.971942
|regrLabels	0.984441	0.984441	0.984441
|regrLabels	0.983915	0.983915	0.983915
|regrLabels	0.973148	0.973148	0.973148
|regrLabels	0.988663	0.988663	0.988663
|regrLabels	0.977490	0.977490	0.977490
|regrLabels	0.972644	0.972644	0.972644
|regrLabels	0.979080	0.979080	0.979080
|regrLabels	0.981777	0.981777	0.981777
|regrLabels	0.977161	0.977161	0.977161
|regrLabels	0.988718	0.988718	0.988718
|regrLabels	0.978016	0.978016	0.978016
|regrLabels	0.985439	0.985439	0.985439
|regrLabels	0.967260	0.967260	0.967260
|regrLabels	0.981547	0.981547	0.981547
|regrLabels	0.993114	0.993114	0.993114
|regrLabels	0.983608	0.983608	0.983608
|regrLabels	0.978872	0.978872	0.978872
|regrLabels	0.982413	0.982413	0.982413
|regrLabels	0.978301	0.978301	0.978301
|regrLabels	0.984836	0.984836	0.984836
|regrLabels	0.974716	0.974716	0.974716
|regrLabels	0.987270	0.987270	0.987270
|regrLabels	0.973225	0.973225	0.973225
|regrLabels	0.970473	0.970473	0.970473
|regrLabels	0.978948	0.978948	0.978948
|regrLabels	0.981931	0.981931	0.981931
|regrLabels	0.979573	0.979573	0.979573
|regrLabels	0.972951	0.972951	0.972951
|regrLabels	0.970297	0.970297	0.970297
|regrLabels	0.983115	0.983115	0.983115
|regrLabels	0.977951	0.977951	0.977951
|regrLabels	0.974420	0.974420	0.974420
|regrLabels	0.970341	0.970341	0.970341
|regrLabels	0.979211	0.979211	0.979211
|regrLabels	0.977139	0.977139	0.977139
|regrLabels	0.987665	0.987665	0.987665
|regrLabels	0.986415	0.986415	0.986415
|regrLabels	0.982018	0.982018	0.982018
|regrLabels	0.971471	0.971471	0.971471
|regrLabels	0.982501	0.982501	0.982501
|regrLabels	0.969398	0.969398	0.969398
|regrLabels	0.971525	0.971525	0.971525
|regrLabels	0.990461	0.990461	0.990461
|regrLabels	0.987884	0.987884	0.987884
|regrLabels	0.981514	0.981514	0.981514
|regrLabels	0.976887	0.976887	0.976887
|regrLabels	0.976514	0.976514	0.976514
|regrLabels	0.975297	0.975297	0.975297
|regrLabels	0.982720	0.982720	0.982720
|regrLabels	0.979047	0.979047	0.979047
|regrLabels	0.976613	0.976613	0.976613
|regrLabels	0.989650	0.989650	0.989650
|regrLabels	0.978839	0.978839	0.978839
|regrLabels	0.968258	0.968258	0.968258
|regrLabels	0.982545	0.982545	0.982545
|regrLabels	0.983718	0.983718	0.983718
|regrLabels	0.974179	0.974179	0.974179
|regrLabels	0.987983	0.987983	0.987983
|regrLabels	0.982972	0.982972	0.982972
|regrLabels	0.970626	0.970626	0.970626
|regrLabels	0.965396	0.965396	0.965396
|regrLabels	0.975505	0.975505	0.975505
|regrLabels	0.987194	0.987194	0.987194
|regrLabels	0.984365	0.984365	0.984365
|regrLabels	0.978586	0.978586	0.978586
|regrLabels	0.976701	0.976701	0.976701
|regrLabels	0.971339	0.971339	0.971339
|regrLabels	0.973137	0.973137	0.973137
|regrLabels	0.985823	0.985823	0.985823
|regrLabels	0.967512	0.967512	0.967512
|regrLabels	0.979540	0.979540	0.979540
|regrLabels	0.971021	0.971021	0.971021
|regrLabels	0.968905	0.968905	0.968905
|regrLabels	0.993334	0.993334	0.993334
|regrLabels	0.974727	0.974727	0.974727
|regrLabels	0.981635	0.981635	0.981635
|regrLabels	0.966624	0.966624	0.966624
|regrLabels	0.975758	0.975758	0.975758
|regrLabels	0.986283	0.986283	0.986283
|regrLabels	0.972074	0.972074	0.972074
|regrLabels	0.964300	0.964300	0.964300
|regrLabels	0.978729	0.978729	0.978729
|regrLabels	0.985341	0.985341	0.985341
|regrLabels	0.969979	0.969979	0.969979
|regrLabels	0.975253	0.975253	0.975253
|regrLabels	0.979606	0.979606	0.979606
|regrLabels	0.986601	0.986601	0.986601
|regrLabels	0.988312	0.988312	0.988312
|regrLabels	0.983575	0.983575	0.983575
|regrLabels	0.987073	0.987073	0.987073
|regrLabels	0.984145	0.984145	0.984145
|regrLabels	0.973740	0.973740	0.973740
|regrLabels	0.983082	0.983082	0.983082
|regrLabels	0.972863	0.972863	0.972863
|regrLabels	0.975582	0.975582	0.975582
|regrLabels	0.979288	0.979288	0.979288
|regrLabels	0.979168	0.979168	0.979168
|regrLabels	0.985779	0.985779	0.985779
|regrLabels	0.974080	0.974080	0.974080
|regrLabels	0.978915	0.978915	0.978915
|regrLabels	0.983553	0.983553	0.983553
|regrLabels	0.976712	0.976712	0.976712
|regrLabels	0.967030	0.967030	0.967030
|regrLabels	0.989682	0.989682	0.989682
|regrLabels	0.987051	0.987051	0.987051
|regrLabels	0.983082	0.983082	0.983082
|regrLabels	0.983071	0.983071	0.983071
|regrLabels	0.985286	0.985286	0.985286
|regrLabels	0.978521	0.978521	0.978521
|regrLabels	0.985352	0.985352	0.985352
|regrLabels	0.966602	0.966602	0.966602
|regrLabels	0.985330	0.985330	0.985330
|regrLabels	0.965802	0.965802	0.965802
|regrLabels	0.971536	0.971536	0.971536
|regrLabels	0.988586	0.988586	0.988586
|regrLabels	0.977567	0.977567	0.977567
|regrLabels	0.979124	0.979124	0.979124
|regrLabels	0.970210	0.970210	0.970210
|regrLabels	0.980045	0.980045	0.980045
|regrLabels	0.968751	0.968751	0.968751
|regrLabels	0.974902	0.974902	0.974902
|regrLabels	0.981591	0.981591	0.981591
|regrLabels	0.982358	0.982358	0.982358
|regrLabels	0.970133	0.970133	0.970133
|regrLabels	0.980286	0.980286	0.980286
|regrLabels	0.978444	0.978444	0.978444
|regrLabels	0.966493	0.966493	0.966493
|regrLabels	0.984167	0.984167	0.984167
|regrLabels	0.982983	0.982983	0.982983
|regrLabels	0.988454	0.988454	0.988454
|regrLabels	0.987215	0.987215	0.987215
|regrLabels	0.982852	0.982852	0.982852
|regrLabels	0.978477	0.978477	0.978477
|regrLabels	0.985286	0.985286	0.985286
|regrLabels	0.967008	0.967008	0.967008
|regrLabels	0.987446	0.987446	0.987446
|regrLabels	0.976810	0.976810	0.976810
|regrLabels	0.984562	0.984562	0.984562
|regrLabels	0.984858	0.984858	0.984858
|regrLabels	0.973576	0.973576	0.973576
|regrLabels	0.982709	0.982709	0.982709
|regrLabels	0.979683	0.979683	0.979683
|regrLabels	0.985362	0.985362	0.985362
|regrLabels	0.978718	0.978718	0.978718
|regrLabels	0.974256	0.974256	0.974256
|regrLabels	0.979190	0.979190	0.979190
|regrLabels	0.985538	0.985538	0.985538
|regrLabels	0.986941	0.986941	0.986941
|regrLabels	0.988016	0.988016	0.988016
|regrLabels	0.978411	0.978411	0.978411
|regrLabels	0.986075	0.986075	0.986075
